Subgroup,Study Pop Size (N),Proportion of values entered in row (%),Study length (days),Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
Combination therapy group,16,0.3708,43,41.8,41.8,12.5051,43.5597,60.5411,0.1951,0.438,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.125,0.188,0.125,0.125,0,0,0.062,0.1027,0.062,0.125,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.312,0.3012,0,5.34,3.52,7.16,1.83,1.01,2.65,311.5119,210.0112,194.8,139.7,249.9,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,9.23,4.26,14.2,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.563,1,1,0,0,0.1982,0,0,0,0.062,0.688,0.4612,0.312,0.6681,0.1923,0,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.94,6.9554,15.3569,14.9137,0,0
Common,213.6666667,0.240633333,22.16666667,44.10201667,45.19246667,12.45425,40.85646667,60.1774,0.1951,0.543416667,0,0,1,0,0,0.852566667,0.48325,0.373116667,6.314333333,6.723066667,4.698666667,9.00325,6.169333333,6.9997,5.1176,10.8354,0.106433333,0.0905,25.4143,0.224,0.428916667,0.207216667,0.100983333,0.105533333,0.059,0.0731,0.037,0.1027,0.0462,0.137,0.766983333,37.91713333,38.34,0.213916667,0.574933333,0.216683333,0.083766667,0.2555,0.195916667,0.299866667,0.1423,0.118433333,0.1048,0.138416667,0.182633333,0.159083333,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,4.759083333,5.648666667,4.620333333,7.7219,1.484333333,1.249666667,1.935166667,318.3849167,208.5093333,191.9604,147.0939167,241.109,6.164583333,6.771,9.8298,103.1849333,110.3214167,132.0219167,23.0078,37.4577,26.14626667,31.4832,12.57366667,7.2282,16.2174,6.3544,65.95066667,96.7435,35.44,24.443,35.3991,2.0394,82.3308,12.7423,0.785916667,0.8972,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.29725,0.2462,0.490166667,0.414,0.6681,0.16025,0.228166667,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,0.931666667,0.3354,0.4312,6.9554,14.37126667,14.37808333,0.056666667,0.155133333
Confirmed,62,0.4775,32,43.8,50.7516,12.5051,43.5597,60.5411,0.1951,0.516,0,0,1,0,0,0.8036,0.71,0.386,7,7,3.5,9,6.6032,6.9997,5.1176,10.8354,0.248,0.168,25.4143,0.224,0.4903,0.139,0.05,0.02,0.03,0.01,0.03,0.01,0,0.159,0.79,37.9757,38.468,0.2547,0.597,0.048,0.081,0.161,0.242,0.242,0.048,0.113,0.1048,0.1281,0.081,0.1659,0.1242,0.0429,0.048,0.5191,0.2956,0.065,1,5.3,4,6.7,1.3,0.9,1.8,311.5119,210.0112,178,130.5,215.5,2.9,3.7,6.6,138.8,122.1,155.5,23.0078,37.4577,22,25.5,9.7,7.4,13.1,6.3544,68,67,9.9,24.443,35.3991,0.05,0.37,11.4,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0,6.9554,15.3569,14.9137,0,0.2327
Confirmed positive cases,75,0.4494,15,62,50.7516,12.5051,48,71,0.1951,0.493,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6,6,4,8,0.1019,0.0905,25.4143,0.224,0.6133,0.435,0.065,0.087,0,0.0731,0.109,0.1027,0.0462,0.043,0.735,37.9757,38.468,0.2547,0.647,0.074,0.088,0.2766,0.029,0.426,0.1423,0.074,0.088,0.1281,0.044,0.1659,0,0.0429,0,0.792,0.208,0,1,4.9,3.6,6.8,0.9,0.6,1.2,311.5119,210.0112,184.9906,143.5127,232.3308,3.7,2.3,5.4,119.1249,109.3857,130.8263,23.0078,33,23,34.4498,9.2,7.1,11.3,6.3544,67,96.7435,32.6,24.443,35.3991,2.0394,0.4,14.2,0.969,0.842,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.109,0.546,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.01,0.2327
Contact based,87,0.264,27,39,50.7516,12.5051,43.5597,60.5411,0.1951,0.276,0,0,1,0,0,1,0,1,6.6372,5.9596,4.2384,8.2039,3.2,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.713,37.9757,38.468,0.2547,0.23,0.083,0.115,0.2766,0.069,0.08,0.1423,0.011,0,0.1281,0.046,0.023,0.023,0.0429,0.195,0.771,0.034,0,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
Control,65.5,0.33425,20,51.6,47.9758,13.60255,45.77985,64.27055,0.1951,0.5365,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,9.99985,7.5588,13.4177,0.1019,0.0905,25.4143,0.224,0.4903,0.2976,0.1455,0.1464,0.0698,0.04155,0.037,0.09135,0.0462,0.159,0.7392,37.23785,38.468,0.20735,0.54265,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.0747,0.0524,0.06405,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.464,4.8142,8.41095,1.22825,0.9128,1.6001,311.5119,210.0112,197.4953,153.25635,250.9154,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,31.5222,34.2249,11.2484,7.2282,16.2174,6.3544,66.3204,84.37175,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.975,0.5,0.22925,0.0147,0.0803,0.1982,0.0483,0.147,0,0.34435,0.6231,0.4612,0.414,0.83405,0.19165,0.2269,0.02895,0.07415,0.6237,0.1518,0.05865,0.32105,0.2604,0.261,0.1082,0.0528,0.0591,0.1817,0.0798,0.1364,0.0863,0.0962,0.0498,0.0495,1,0.3354,0.43,8.9777,15.67845,21.45685,0.23,0.42
Critical,121.8333333,0.262183333,28.66666667,63.86868333,52.793,13.95425,51.85323333,71.68036667,0.162583333,0.486616667,0.0805,0.019,0.846666667,0.001333333,0.053833333,0.8036,0.635166667,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,7.24975,4.598,12.36283333,0.137933333,0.113916667,25.4143,0.253333333,0.527533333,0.325466667,0.222833333,0.1693,0.071033333,0.0694,0.030833333,0.155583333,0.049966667,0.188833333,0.761566667,37.91308333,38.468,0.378916667,0.595933333,0.25975,0.1366,0.342166667,0.2247,0.45,0.1423,0.1494,0.093666667,0.273416667,0.17725,0.13825,0.109833333,0.0429,0.063833333,0.25955,0.1478,0.767066667,2.1703,6.576666667,5.002,8.266583333,1.430416667,1.188,1.850166667,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,33.36293333,38.96653333,11.2484,7.2282,16.2174,6.3544,57.4372,113.78625,61.59533333,24.443,35.3991,1.7445,68.694,12.7423,0.773083333,0.820166667,0.54875,0.0245,0.255666667,0.1982,0.170166667,0.334666667,0.08975,0.42975,0.205166667,0.4612,0.511666667,0.6681,0.26275,0.418533333,0.0379,0.09925,0.55825,0.1265,0.1073,0.358916667,0.358,0.268833333,0.1082,0.0956,0.184333333,0.1817,0.0798,0.197,0.157166667,0.1314,0.0498,0.0495,0.99125,0.446166667,0.3966,6.9554,14.01575,14.9137,0.17,0.3318
Critically Severe,3,0.2022,51,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0,0,0,1,0,0,0.8036,0,0.67,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.67,37.9757,38.468,0.2547,0.67,0.2963,0.1224,0.33,0.33,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,1,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0,0.2327
Did not require supplemental oxygen,12,0.427,33,37,50.7516,12.5051,31,56,0,0.58,0,0,1,0,0,1,1,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.08,0.08,0.083,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.58,38.3,39.6,0.2547,0.83,0.08,0.1224,0.2766,0.2247,0.34,0.1423,0.25,0.1048,0.1281,0.67,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,1,4.6,1.7,6.3,1.2,0.8,1.6,311.5119,210.0112,159,128,213,2.8,6.771,9.8298,139,11.7,17.2,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,11.1,24.443,35.3991,2.0394,82.3308,12.7423,0,0,0,0,0,0.1982,0,0,0,0,0.2462,0.4612,0.414,0,0.06,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0,1,0,19.5,14.5,0,0
Died in ICU,52,0.2865,42,70,50.7516,12.5051,63,77,0.1951,0.461,0.115,0.731,0.039,0,0.115,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,29,0.019,0.4903,0.654,0.5,0.25,0.077,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,224,24.443,35.3991,2.0394,3780,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.211,0.0966,0.294,0.519,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.904,0,0.539,0.6237,0.1518,0.1073,0.904,0.2604,0.261,0.1082,0.0956,0.923,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,1,0,8,11,14.9137,1,1
Digestive + Respiratory,69,0.2753,16,56,50.7516,12.5051,27,84,0.1951,0.4348,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,12.2,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.29,0.116,0.058,0.043,0.0731,0.037,0.058,0.0462,0.087,0.783,37.9757,38.4,0.2547,0.391,0.304,0.1224,0.2766,0.377,0.6,0.1423,0.638,0.246,0.246,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,25.3,14.9137,0,0
Digestive Only,48,0.2753,16,63.5,50.7516,12.5051,32,92,0.1951,0.2708,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,16,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.25,0.125,0.125,0.042,0.0731,0.037,0.125,0.0462,0.063,0.396,37.9757,38.5,0.2547,0,0,0.1224,0.2766,0.125,0.521,0.1423,0.479,0.146,0.313,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,24.9,14.9137,0,0
Discharged,769,0.4176,25.66666667,47.26666667,44.85053333,11.4034,42.18656667,64.5137,0.1951,0.616666667,0.147,0.057333333,0.682,0.002666667,0.113666667,0.869066667,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.240333333,0.130833333,24.9762,0.284666667,0.476666667,0.172666667,0.111666667,0.067,0.044666667,0.0437,0.037,0.087133333,0.033333333,0.232333333,0.755366667,37.81713333,38.468,0.2547,0.441133333,0.2042,0.1224,0.1844,0.277233333,0.326666667,0.1423,0.053133333,0.0722,0.1281,0.150466667,0.1659,0.1242,0.0429,0.051066667,0.5191,0.2956,0.3012,0.666666667,5.786,4.5028,7.340633333,1.26,0.966666667,1.673333333,311.5119,210.0112,228.3302,148.6042333,312.3436,4.601833333,5.280666667,8.386533333,130.9749667,119.7952333,142.8087667,23.0078,37.80513333,30.0296,35.96653333,11.7828,8.042733333,16.2058,6.3544,46.47666667,95.59566667,44.4,24.443,35.3991,0.06,35.50333333,12.39486667,0.771733333,0.891533333,0.4585,0.0196,0.207066667,0.1982,0.0966,0.479666667,0.0718,0.327133333,0.309466667,0.4612,0.311333333,0.6681,0.136866667,0.098933333,0.0379,0.0883,0.486133333,0.1518,0.1073,0.3044,0.2604,0.261,0.1082,0.0956,0.0982,0.1388,0.0798,0.1106,0.089733333,0.1086,0.0498,0.0495,1,0.2236,1,6.9554,9.318966667,14.9137,0,0
Elderly,18,0.4494,45,68,50.7516,12.5051,65.25,69.75,0.1951,0.6667,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.4444,0.0905,25.4143,0.224,0.4903,0.2778,0.1667,0.1111,0.0698,0.0731,0.0556,0.1027,0,0.159,0.7778,37.9757,38.468,0.2547,0.3333,0.1111,0.1224,0.3333,0.2247,0.1111,0.1423,0.1494,0.1667,0.1281,0.0556,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,5.38,4.33,6.13,1.5565,1.3256,2.0002,311.5119,210.0112,207,159,287,6.8055,6.771,9.8298,107.35,92.13,120.35,23.0078,33,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,106.44,96.7435,22.74,24.443,35.3991,0.04,82.3308,12.7423,0.6667,0.8333,0.8333,0,0,0.1982,0,0,0,0.3387,0.2222,0.4612,0.9444,0.9444,0.0556,0.2222,0.0556,0.1111,0.3333,0.1518,0.1073,0.3691,0.2604,0.2222,0.1082,0.1667,0.0556,0.1817,0.0798,0.1364,0.3889,0.2222,0.0498,0.0495,1,0.3354,0.94,6.9554,15.3569,14.9137,0.06,0.06
Emergency Department,151,0.2753,45,55,55.6,19.1,40.5,69,0.1951,0.57,0.0976,0.0198,0.877,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.212,0.0905,30.3,0.224,0.4903,0.497,0.258,0.106,0.066,0.026,0.013,0.1027,0.079,0.166,0.735,37.9757,38.468,0.2547,0.768,0.543,0.139,0.06,0.2247,0.34,0.1423,0.199,0.093,0.1281,0.113,0.152,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.079,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,0,0.3354,0.85,6.9554,15.3569,14.9137,0.15,0.15
End-point only,274,0.6011,46,62,44,70,43.5597,60.5411,0.07,0.62,0,0,1,0,0,0.8036,0.02,0.17,6.6372,5.9596,4.2384,8.2039,6.6032,10,7,12,0.07,0.0905,25.4143,0.224,0.49,0.34,0.17,0.08,0.07,0.03,0.04,0.1027,0.01,0.159,0.91,37.9757,38.468,0.32,0.68,0.44,0.11,0.3,0.22,0.5,0.1423,0.28,0.09,0.24,0.04,0.1659,0.38,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,5.9,4.3,9.2,0.8,0.6,1.2,311.5119,210.0112,179,133,235,4.4,2.8,8,12.8,116,140,23.0078,37.4577,23,30,9.6,6.7,13.5,4.9,76,109,53.4,24.443,22,0.09,1.1,14.3,0.91,0.86,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.79,0.38,0.4612,0.31,0.92,0.37,0.06,0.0379,0.01,0.6237,0.1518,0.65,0.72,0.27,0.72,0.1082,0.24,0.17,0.05,0.08,0.44,0.11,0.1314,0.0498,0.12,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.41,0.2327
Experienced,9,0.2865,36,44,50.7516,12.5051,18,66,0.1951,0.333,0,0,1,0,0,0.111,0.5075,0.111,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.222,0.222,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.444,37.9757,38.468,0.2547,0.333,0.666,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,1,0.2956,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,1,1,0,0,0.1982,0,0,0,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0,1,6.9554,20,13,0,0
Extrapolated top-level stats,377,0.3034,58,53.71,53.71,12.5051,38.23,69.2,0.1951,0.4509,0,0,1,0,0,0.8036,0.5075,0.3689,7.69,5.9596,3.14,12.24,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.3523,0.223,0.0557,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.6897,0.3103,0.3012,5.5109,5.05,3.95,6.71,1.01,0.77,1.35,311.5119,210.0112,184.9906,143.5127,232.3308,3.59,2.58,5.12,119.1249,109.3857,130.8263,23.0078,38.55,20.32,23,11.2484,7.2282,16.2174,4.37,64.68,96.7435,23.19,24.443,35.3991,2.0394,1.37,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
Favipiravir group,116,0.3483,21,50,50,12.5051,43.5597,60.5411,0.1951,0.5086,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.3103,0.1207,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.1896,0.5517,37.9757,38.468,0.2547,0.6034,0.0776,0.1224,0.1121,0.0172,0.3448,0.1423,0.1897,0.1048,0.1281,0.0776,0.1659,0.1242,0.0429,0,0.1552,0.1552,0.3012,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.2833,1,0,1,0,0.1982,0,0,0,0.043,0,0,0,0.6681,0.1923,0.2738,0,0,0.6237,0.1518,0.1073,0.008,0.008,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.61,6.9554,15.3569,14.9137,0,0
